    ,Serial Number,Course Name,Course Code,Course Acronym,Prerequisites,Preferable_Prerequisites,Antirequisites,Semester,Professor,Credits,Cluster,OptionalDept,embed_link
,94,Digital Audio & Video Production Workflow,DES514,DAVP,None,None,Digital Audio,Monsoon,Aman Samuel,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQLgTaKMeseURBa8WT7Yw0QiGcBibOddW0YoMyd9nK5pfQvnCQjbpgSkn64pPXgUQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,196,Information Systems in Public Health,DES515,ISPR,None,None,None,Monsoon,Information not available,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSAaVcuZv-DEeZpAQuUDvf29bsBEXct79RyI6L07SUlg6eA_rKuUEtgIJCZkYkrQ6iA7iLypiUlp0-H/pubhtml?gid=457281567&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,95,Introduction to 3D Production Design for Animation and Games,DES516,I3DD,None,Design Drawing and Visualization,None,Monsoon,Anoop Ratn,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTXFbB2TR59QfL3Tyfp1zmjWmZ2s8g4FoJa2KD5Fh266VNIFuAVb7Y3QrQ6SB__5N8JiPm7g8mLseTI/pubhtml?gid=2135917664&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,198,Introduction to 3D Animation,DES516s,I3D,None,None,DES302,Winter,Anoop Ratn,2,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRGxt9mD0qS31ZbbdHjlzb_FLdGZlOd0aLR-I02QZ1A-h5b4_i3PXu_2YoinUH2vh-6xeD0sCARjZ5E/pubhtml?gid=197750622&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,96,Introduction to Motion Graphics,DES518,IMG,None,Having basic skill of Graphic tool like Illustrator and Photoshop,None,Monsoon,Anoop Ratn,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRoK_vCYemKJmEZ0s5tKGdwS_NhcoWOs8C0a8hW7OUVcu95Omm2vYWPhBadzxThCc50fyUDYMQIPlqF/pubhtml?gid=1025613928&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,200,Human Centred AI,DES520,HCAI,"""DES204, CSE643 or CSE343/CSE543/ECE563 or CSE440""",None,None,Monsoon,Grace Eden,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQOZw2vVZrO5QHUrBvzUXvozOWZ-iwtEiYkayf32AHTubyOAZi_N8_WI0XV6Od26w/pubhtml?widget=true&amp;headers=false""></iframe>"
,97,Fundamentals of Video for Engineers,DES521,FVE,None,"Basic knowledge of Physics and Electronics, and the course Fundamentals of Audio for Engineers",None,Winter,Angshu Das,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQVpFjknQbujiSMIYCBr-MtmX6O4IvPG0xUzdhFY44udEy6OCcZLPTvmY6IcMh7Eg/pubhtml?widget=true&amp;headers=false""></iframe>"
,202,"Inclusive Design, Universal Design & Accessibility",DES522,IDUDA,DES201,DES101,None,Monsoon,Richa Gupta,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTiqMxZkqqqgPH-aWkwzP3U0RXdJosVivZ2AGiS5uAbXbFz5PyhtM1NlWz7lymO1WvAZhrHhYzn6FD9/pubhtml?widget=true&amp;headers=false""></iframe>"
,98,Cognition and Information Processing in Design,DES523,CIPD,None,None,None,Winter,Dhurjati Majumdar,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSh0gr3vkZaTj5RJYc8zDojoSmKCfOvh5hPPfrtEichpTAXL0vXd0hsw82Q489NEQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,204,Ergonomics/Human factors for Design,DES524,EFD,None,Basic knowledge of different methods of measurement,None,Monsoon,Sonal Keshwani,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTg-bRd3V_2GFNIVEivsXEdxAlPStF1IXd4G-o18Astf8GulJuZyS1RrAOvXbQsYA/pubhtml?gid=468707661&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,99,Motion Design and Graphics,DES526/DES307,MDG,None,Having basic knowledge of Adobe Graphical tool,DES518,Monsoon,Anoop Ratn,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT5wPbKftADTZ7o8c6DH6sDdlNM7n02cR12BMWoQc_bs-SCRKYfnKRYQILLGgCKoA/pubhtml?widget=true&amp;headers=false""></iframe>"
,206,User Experience Design of XR,DES527,UDXR,DES102; CSE101,"DES206, DES201)",None,Monsoon,Anmol Srivastava,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQj_jgzJxNronu5Jr1AUqD_BD2rivCNwfSz74We1dr-kAezgSbmcXP_oQCUu_zGCw/pubhtml?widget=true&amp;headers=false""></iframe>"
,100,Design for Artificial Intelligence driven Products,DES529,DAIDP,None,DES102 / DES 201 / DES501 / CSE556 / CSE643 / ECE363,None,Winter,Vinish Kathuria,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS6pH9iHuQJumrSey3G-IDmjdlHGgQ41uPAZVt1tjtwFQV5Nn4g35d0jpQIycLHvg/pubhtml?widget=true&amp;headers=false""></iframe>"
,208,The Business of Artificial Intelligence,DES530,BAI,None,DES201 / DES102 / CSE556 / CSE643 / ECE363,None,Monsoon,Vinish Kathuria,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRuoy_d5YCwpycIODuqqpHu1NtwLUv3Eq2fOdFZGfUhNpgFjpWYcXcBiRrMJsFThg/pubhtml?widget=true&amp;headers=false""></iframe>"
,101,"Tangible User Interfaces
",DES531,TUI,"PIS (DES206), DPP (DES201) ","Skills: Programming, Electronics Prototyping, Laser Cutting, Hardware/ Software integration, Figma/Adobe XD/ Sketch. A laptop/ computer that can support high end applications. ",None,Winter,Anmol Srivastava,4,HCD,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQmsdryW7laVf4aVKU-d0SGmyA35XC7oeIb4EpeUFeOhaZdPmYqRITu-g4rPmpd4w/pubhtml?widget=true&amp;headers=false""></iframe>"
,210,3D Creation for Extended Reality (XR),DES532A,3CER,None,Knowledge of Unity and computer graphics is helpful but not mandatory. Students will require to bring their laptops for in-class practices.,None,Winter,Kalpana Shankhwar,2,HCD,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQIs6mdK3IzF6-_47SzqAC7x54hABdA7jLTP3k9xUyshTFhzctfO-4hgxd7jYuQmA/pubhtml?widget=true&amp;headers=false""></iframe>"
,102,Interaction Design Perspectives Methods,DES533,IDPM,None,Introduction to HCI,None,Winter,"Sonal Keshwani (V)
",4,HCD,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTyAycazPBg5jT9iFg41-v11zsmMfr1uUy52CDpSJRA6FwBsWcob0Dbx4N3Y_dBDg/pubhtml?widget=true&amp;headers=false""></iframe>"
,212,Extended Reality in Industry,DES534,ERI,None,Knowledge of Unity and computer graphics is helpful but not mandatory. It will be good to have programming skills.,3CER,Monsoon,Kalpana Shankhwar,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRwzzzjl_9mLc9XtN8DMOCE031vtkbd67-Q8qL-yl6nTUJQhBmQP3pT0tBps9elxw/pubhtml?widget=true&amp;headers=false""></iframe>"
,103,Ubiquitous Computing,DES535,UC,None,None,None,Winter,Pragma Kar,4,HCD,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRtjwy5nFZFANk5AUuHgtPPSs_rTNu1UUDmGRgpopnP9-9i3UYiWg2FUxm-AYGirA/pubhtml?widget=true&amp;headers=false""></iframe>"
,214,Design Research,DES536,,,DES 201 (DPP); SSH201 (RMSSD),None,Winter,Anmol Srivastava,2,HCD,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSBIDhLdv3qahLBv74-S-xhtIBTtwzIU-JRLpkoq5ou49ZDc8_cMt3vfueNlQxkmw/pubhtml?widget=true&amp;headers=false""></iframe>"
,104,Design Research Methodology,DES539,DRM,DES 201 (DPP); SSH201 (RMSSD),None,None ,Winter,Anmol Srivastava,4,HCD,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSJJ-qb3rOnWe0cb6WuzbYFFHCu96SsynmvjxccphPRpGcqHUMlZDQhSFr9YNcS_Q/pubhtml?widget=true&amp;headers=false""></iframe>"
,216,Mobile & Ubiquitous Computing,DES591/CSE591,,None,"CSE201, DES102",Mobile Computing (CSE535) and Ubiquitous Computing (DES535) ,Winter,Pragma Kar,4,HCD,CSE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTr0MyGw3ZH2rWc3rvzzNiCH81Dtro5fTbfn5YpfLeSR_ii-h9zC4soPWZNmyNxPM3BgPweU_7GVe6T/pubhtml?gid=524543554&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,105,Digital Circuits,ECE111,DC,None,None,None,Monsoon,"Pravesh Biyani, Manuj Mukherjee ",4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQOt1vyL4i-fim6iwNzOW1qQoPAIxvBF4Pdu-UAmprOyKiaieHYbNs3QmqRKwV6AA/pubhtml?gid=519168484&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,218,Basic Electronics,ECE113,BE,None,None,None,Winter,"Vivek Bohara, Sanat Biswas",4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQC7AhfaGj0RkLRAlHqEO7urQZMyKG9hDJy3mIQ9XM1CfZ8qAs5XZOJjXK-GsTMdGq__ubH4CAGshXe/pubhtml?gid=576679465&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,106,Physics of Semiconductor Devices,ECE210/ECE310,PSD,None,None,None,Winter,Ram Krishna Ghosh,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vShCc8Ns1l77xkzrLI2aajTKp9bZYITsw7SVNEWblD0KA7_b5ioLdOClkBi41T9UQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,220,Electronic System Design,ECE211,ESD,"BE (ECE113), Basic Programming",None,None,Winter,Alok K Mittal,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRxlfLRG7sBoUmbvm9D7kRdwnEsx8DzzjWHU6i68BVHLa5UmaaEMMctK_EMjntMrg/pubhtml?widget=true&amp;headers=false""></iframe>"
,107,Integrated Electronics,ECE214,IE,"""ECE111,ECE113,DES130""",None,None,Winter,Mohammad S Hashmi,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTuhOBvJ7cOzHHNB1Jhd-cfJ4uHU2WA733aawOVjyYTHaqjMRUfR2MiwG1PlzCs7CbmWEvwzwKYBVtF/pubhtml?widget=true&amp;headers=false""></iframe>"
,222,Circuit Theory and Devices,ECE215,CTD,None,None,None,Monsoon,Shobha Sundar Ram,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRyXS_kFvHrraFaUYZP_yFPE-KWmF_YcOuItqkVkt20IERFO7nu03gahS0e1d1ntDy-yMB8S741mAS1/pubhtml?gid=1086194027&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,108,Fields and Waves,ECE230,F&W,MTH203,None,None,Winter,Sayak Bhattacharya,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQPyhmQdukdA7vX7eAiI8cNDb2ghCa556Fg5tCdy77QPlEuSm9ViZj8a83NsjDfowSncdeQFCWK0BHQ/pubhtml?gid=253098765&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,224,Principles of Communication Systems,ECE240,PCS,"""ECE250, MTH201""",None,None,Winter,Ranjitha Prasad,4,ECE,None,"<iframe src=""https://docs.google.com/document/d/e/2PACX-1vQLhCIa65vmaIdTifbzSGEgA8a-nB0X4bWDAYWk9qL3Fvhlho3BS4Z1r3CII_-3NtzX_0o4-dw7ZcIR/pub?embedded=true""></iframe>"
,109,Signals and Systems,ECE250,S&S,MTH100,MTH100,None,Monsoon,Anubha Gupta,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRoQdLkqRGbZnA1HE1lfr2_H5MyuY3tGk7hE5ZfgLPZvCplVYmePqYNi8MNI6BcwQ/pubhtml?gid=1324003836&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,226,Embedded Logic Design,ECE270,ELD,None,None,None,Monsoon,Sumit Darak,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/1ci-PlOYxHfMLlzln1-mE1YZFeqVirtVK/pubhtml?widget=true&amp;headers=false""></iframe>"
,110,Digital VLSI Design,ECE314/ECE514,DVD,None,"Knowledge of digital logic, basic computer organization and some understanding of RC circuits",None,Monsoon,Anuj Grover,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ-czG5UwKXaSlxXVOYkXB-PVRrUSsl2Hdg27CHjvYkFS9hqvasEXX6Aje7wcoUsprj5cNk0ibHrvME/pubhtml?gid=578682891&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,228,Analog CMOS Circuit Design,ECE315/ECE515,CMOS,None,Electronic Device and Circuit or Network Analysis,None,Monsoon,G S Visweswaran,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRQizAmslIoLP2VlILBGfBVhIfJW9YRBd-iVXIyVI_N4OpfZRlIkxr04vxHXmF6XIDU0XIRbcIzImIT/pubhtml?gid=961648946&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,111,Solid State Devices,ECE318/ECE518,SSD,None,None,None,Monsoon,Sneh Saurabh,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTVXcbCHqc1sktT2nnSz0-Xw0MDr8nMbo-daocfDVBX0CS8apVFcFnVt7WN9n2yWw/pubhtml?widget=true&amp;headers=false""></iframe>"
,230,RF Circuit Design,ECE321/ECE521,RFCD,ECE230,None,None,Winter,Dr. M. S. Hashmi,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSEnntXJ3_ouRavmO0DpYOhgF2_8FgxTWvZkqK_qMnWIq0355fCZV3Nhko7NC04Wg8qZP7n1I82RPir/pubhtml?gid=1905858712&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,112,Intelligent Product Design Workshop,ECE323/EVE323/ECE526,,None,"ECE211/EVE211 Embedded System Design. The students should have done microcontroller programming and developed and demonstrated a proof of concept of an intelligent IoT product based on either Arduino, Raspberry Pi, STM32, ESP32 etc. platforms before registering for this course.",None,Summer,Anuj Grover,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQWi7zKa_OHUP656BDWrgKGv0Udc-tog-TfHHRvmOZnJlN-eAAHxuGMhwXPxIbG8w/pubhtml?widget=true&amp;headers=false""></iframe>"
,232,Applied Fields and Waves,ECE331/ECE531,AFW,ECE230,None,None,Winter,Debidas Kundu,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTAWwGyZWdiFyn1tPIHD5tsJtwsoT8vB21oeIoURB-TFeSsO7u5rnG21hbdwSb06w/pubhtml?widget=true&amp;headers=false""></iframe>"
,113,Digital Communication Systems,ECE340/ECE540,DCS,"""ECE240""",None,None,Monsoon,Ranjitha Prasad,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQUpN_bwPQTQZm8rmKQ1GlNFmZ9tsLmPQIA3rf5L6VdmOWgdLpPy4pkxTR9Fmt1zA/pubhtml?widget=true&amp;headers=false""></iframe>"
,234,Mobile Communications,ECE343,MCOM,ECE240,None,None,Winter,Information not available,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRFLs119lEYsQPudalmO71ABavyaC0cGiSUVrB3umpYXOnAGMtPbgWhtHqxxPjPXp8Dzmsbuia3Da_O/pubhtml?gid=1832771249&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,114,Digital Signal Processing,ECE351,DSP,ECE250,None,None,Monsoon,Manuj Mukherjee,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTg_tMRn_5jNvc5QzC9eXFuvE1IbYR9iPq8-y6jl9NuHUSjuPgc_5qboyex9to0sw/pubhtml?widget=true&amp;headers=false""></iframe>"
,115,Neural Engineering and Implantable Devices,ECE366/ECE566,NEID,ECE215,ECE230,None,Winter,Pragya Kosta,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRDJZWnYowPA48Vg3bHBCTUKM7JRZ41KoEl_4gnK5LTI44TKYDmWeyRFhRDOwpwgw/pubhtml?widget=true&amp;headers=false""></iframe>"
,237,Mixed Signal Design,ECE412/ECE612,MSD,"""ECE315/ECE515""",ECE213,None,Winter,G S Visweswaran,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRHJudGfm6UAL6MV0k_0yXeXfJWeWnyKMKiNiGuIG412-AakGrNjTNqkRgGxBkwUgfnic_4ESiu9vEr/pubhtml?widget=true&amp;headers=false""></iframe>"
,116,Antennas Theory and Design,ECE431/ECE631,ATD,ECE230,Undergraduate Engineering Electromagnetics and Microwave Theory,None,Monsoon,Shobha Sundaram,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSN9bG-m7OjXtNhOIbJr_BipWGGSm4J-BhkEl4IQEk49EbLXC3J7Addq6zraIX52pxA_x6daEtBrIP2/pubhtml?gid=1810125944&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,239,Radar Systems,ECE432/ECE632,RS,ECE250,None,None,Winter,Shobha Sundaram,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQgsl8yPvvYsf3rCKB4cG60glfbAouunXEzzaI-O9jw48Lx4Ri7pAgXFcGUnm5iTiM62fSATaKjZeEd/pubhtml?gid=593611867&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,117,Statistical Signal Processing,ECE452/ECE552,SSP,"""MTH100,MTH201,ECE250""",ECE501,None,Winter,Pravesh Biyani,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQa5QBomgg0CZNO0W2u9t98wjM_ZoDg1gIUaYHY8nbMmGaAe9Aiwyk6WyP1EtA5B14pJLJifcxorocr/pubhtml?gid=751082229&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,241,Probability and Random Process,ECE501,PRP,ECE240,None,None,Monsoon,Chanekar Prasad Vilas,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQEk-OI4FrdgU1QZFx7FY1DnWgiBQB8tx89z4OfFA-hpzMt_JHYDVk6Tb89NRGiHZD16VzQ2csY3LBH/pubhtml?widget=true&amp;headers=false""></iframe>"
,118,Digital Hardware Design,ECE510,DHD,"""ECE270""",None,None,Monsoon,Sumit Darak,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTIjsSenVpraTjQTAf5drfu3T2H3w1pKMIJZIV1vWv3oogFgLeJBQM8tHZMhAl94ZIYe3Hn0iKw3NAm/pubhtml?gid=449284178&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,243,VLSI Design Flow,ECE513,VDF,ECE101,None,None,Monsoon,Sneh Saurabh,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSBILHm0XO1pvE1tEmBso4TvZCxtJVfbHsOIAQjXdJ5uTyBiiinSmRGFxCnCmeTdshw8MTLRhBaWp4S/pubhtml?gid=40194904&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,119,VLSI Design Flow,"ECE513/ECE313
",VDF,"Digital Circuits, Basics of CMOS Inverter",None,None,Monsoon,Sneh Saurabh,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSd9QtQNcLRrVrMrokU5TvNGkS3KnaJ--RDmADfYlVquNeku_ubbcEXCD5JYLNEVw/pubhtml?widget=true&amp;headers=false""></iframe>"
,245,System on Chip Design and Test,ECE516,SCDT,"""ECE314/ECE514,CSE234""",None,None,Monsoon,Information not available,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRvytVpu9OWDD0ChL7P0BWLZb8_647otAR_LahRXUEpX6PoMdCPmWPXeVWM8qS6y2lSgvs3gR3YCnOL/pubhtml?gid=880797831&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,120,Introduction to Nanoelectronics,ECE517,INE,None,None,None,Winter,Information not available,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vShi3LIECSSo4BMo1JEQg-y6va5eg7tmovuP_j5IbPe_DcO4VGkQ5_JAMawc3uJVZ3ZE5wL2Tzmd3dP/pubhtml?gid=1389255458&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,,Introduction to Nanoelectronics,ECE517,,Physics of Semiconductor Devices (UG) and equivalent for PG,None,None,Monsoon,Ram Krishna Ghosh,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRS-B-I1bHHASwP8x4SB2AgQnO0sSyVI0yOjeoEPIIgDskCHnD8Vuud1ug_iXRE8g/pubhtml?gid=575462015&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,248,Intelligent Applications Implementation on Heterogeneous Platforms,ECE519,IAI,CSE112,None,None,Monsoon,Sumit Mediratta,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRRnbm8rgGf0hR7ChO0mX-sDRw5j6YzQVSEeqVve-oKuNUdhnEZ8jkeAvDpFvstKEqfp_WKPRsDi6Yd/pubhtml?gid=222793745&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,121,Low Voltage Analog Circuit Design,ECE520,LVACD,ECE315/ECE515,None,None,Monsoon,S S Jamuar,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQcnwVeOofQIYk_QDkTO3cvcu2YmN2VCtFFHNe4sXvAmAvL2yowZ-LBLegX1FOvnUgGRp7epOPIvOKl/pubhtml?gid=7360372&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,250,Integrated Circuit Fabrication,ECE522,ICF,None,Solid State Devices & Semiconductor Physics,None,Monsoon,S S Jamuar,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSIDUV_IF6JVCy1HormFvbbK7NM4q7bhp2KhtVE4qlhyZv66C0p4wnRCsjgrcbHz9bvXsjown7Kdmxm/pubhtml?gid=1874838649&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,122,Digital Processor Design,ECE523A,DPD,ECE111,ECE 270,None,Monsoon,Amlan Chakrabarty,2,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRz5wZ73PaySqeXiQ2HK8Wjf7099gLl5WOmxTQewbuKuL27l_3z-fpcx90DHpqRBg/pubhtml?widget=true&amp;headers=false""></iframe>"
,252,Quantum Materials and Devices,ECE524,QMD,Basic Knowledge on semiconductor device physics,Fundamentals of Solid State Devices,None,Monsoon,Ram Krishna Ghosh,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRzbblWvKXPOSfV2k8dCckaDFjtFEK2bkuG-PeAW4ysmgDkC3ohujWpWto3BAjI9w/pubhtml?widget=true&amp;headers=false""></iframe>"
,123,Quantum Mechanics,ECE525,QM,MTH100,MTH201,None,Monsoon,Sayak Bhattacharya,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSPitPtv70lgpWqiazyDzOgaC6sY6Vc025Al73vzHX2uOoEChVu7w21WWoV3Aswxw/pubhtml?widget=true&amp;headers=false""></iframe>"
,254,Quantum Mechanics,ECE525,QM,MTH100,MTH201,None,Monsoon,Sayak Bhattacharya,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRoDf4gcpWHDURoUoudIS5gT4O3X3T-kI3SFZHiyyKMD7-JujPTWVmldDmd2JVmrvSe1g-9I4jWBrdz/pubhtml?widget=true&amp;headers=false""></iframe>"
,124,Advanced Digital Design and Verification,ECE527,ADDV,VLSI Design Flow (ECE313/ECE513),C++ or Concepts of Object-oriented Programming,None,Monsoon,Sneh Saurabh,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQVynH-S6S23kLJNY46Y_aiFQPiQyeMpobo8sRg_IWNdZR2mhc5XDEDacKK34hzDg/pubhtml?widget=true&amp;headers=false""></iframe>"
,256,Quantum Optics,ECE529,,,"Quantum Mechanics (ECE525), F&W (ECE230)",None,Winter,Sayak Bhattacharya,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRfM2Ts0SjXr_G2AHpc3xqG01ZUsdDDLMa1NpBHB8n6BrKn3rVjxFWeaLzVCc-USA/pubhtml?gid=654790618&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,125,Quantum Communication and Networks,ECE530,QCN,Probability and Stochastic Process,None,None,Monsoon,Abhijit Mitra,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQuFjXPoO_F0VvOzzIGSP2bbJcvCbjpRsQg_W--IhuhHzBqXaXtzUmVUl0ta4D6WQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,258,Optical Fiber Networks for Industry 4.0,ECE532,OFNI,None,"Optical Communication Systems (ECE534),
Digital Communication Systems (ECE340/ECE543)",Next Generation Optical Networks (ECE532),Monsoon,Abhijit Mitra(V),4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR5G6Zg57ox-mEaEzEQulBcRreHhmVRWJSHHcKTcjm3m_j3MqJuH6Qq87mkWy1i0lmYps3WwyEsxLcY/pubhtml?widget=true&amp;headers=false""></iframe>"
,126,Satellite Navigation and Sensor Fusion,ECE533,SNSF,ECE351,ECE501,None,Monsoon,Sanat Biswas,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS8IMVi0mwXQxh_0WMMCzxhjRedCr9pn01lfPi3FMEJYkenZ5VLLiSDeG4Ksc4qksTKNMxs9_ELYoAQ/pubhtml?gid=339058219&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,260,Optical Communications Systems,ECE534,OCS,ECE240,None,None,Winter,Anand Srivastava,4,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSSNQBnaHO8iLGqkwSWSUwJXRYdUj9UPiqeZeAloJAZ__aXTTHtvsYXBG5WX-dp72uKEBbnkL0343nY/pubhtml?gid=2075901202&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,127,Optical Networking,ECE536s,ON,None,"CSE636/ECE636, ECE534, CSE102",None,Summer,Information not available,2,ECE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT1npkDd7iTCJyRT2jfO-WdwB8bi3DnmVPnhkTjK20WOXc-a9ONqXDCutO5nv9bESOKCWAtw8NS4nxi/pubhtml?gid=584059702&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
